Object,ObjectType
SMI_SandBox.dbo.Laad_View_Account360_bkl_2020_EAN_BO_00020,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_View_Account360_bkl_2020_EAN_BO_00077,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_View_Account360_bkl_2020_EAN_BO_00078,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_View_Account360_bkl_2020_EAN_BO_00115,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_View_FctLicenties_ProefLicenties,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Laad_View_QueryVKPO_BEX,SQL_STORED_PROCEDURE
SMI_SandBox.fnl.Laad00_01_Clickwaarde,SQL_STORED_PROCEDURE
SMI_SandBox.fnl.Laad00_02_TouchpointsDatum,SQL_STORED_PROCEDURE
SMI_SandBox.fnl.Laad01_01_DMClicks,SQL_STORED_PROCEDURE
SMI_SandBox.fnl.Laad01_02_DMOpens,SQL_STORED_PROCEDURE
SMI_SandBox.fnl.Laad01_02_DMSents,SQL_STORED_PROCEDURE
SMI_SandBox.fnl.Laad01_03_Events,SQL_STORED_PROCEDURE
SMI_SandBox.fnl.Laad01_04_Incident,SQL_STORED_PROCEDURE
SMI_SandBox.fnl.Laad01_05_Orders,SQL_STORED_PROCEDURE
SMI_SandBox.fnl.Laad01_06_VKActivity,SQL_STORED_PROCEDURE
SMI_SandBox.fnl.Laad01_07_DoelgroepLicentiePersoonlijk,SQL_STORED_PROCEDURE
SMI_SandBox.fnl.Laad02_FunnelwaardeTabel,SQL_STORED_PROCEDURE
SMI_SandBox.fnl.Laad03_FunnelwaardeToekenning,SQL_STORED_PROCEDURE
SMI_SandBox.fnl.Laad04_DoelgroepBestandFunnelAanvulling,SQL_STORED_PROCEDURE
SMI_SandBox.fnl.Laad05_TouchpointsFunnel,SQL_STORED_PROCEDURE
SMI_SandBox.tps.LaadActiveringDocenten,SQL_STORED_PROCEDURE
SMI_SandBox.tps.LaadActiveringDocenten_oud,SQL_STORED_PROCEDURE
SMI_SandBox.tps.LaadActiveringLeerlingen,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadBelContacten,SQL_STORED_PROCEDURE
SMI_SandBox.smi.LaadBijwerkenVerkoopkansenPO,SQL_STORED_PROCEDURE
SMI_SandBox.smi.LaadBijwerkenVerkoopkansenVO,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadBusinessFunction,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadBusinessFunction_bup,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadBusinessFunctionDoelgroep,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadDocentenToegang_CRM,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadDoelgroep,SQL_STORED_PROCEDURE
SMI_SandBox.smi.LaadDoelgroepLicentiePersoonlijk_oud,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadEvents,SQL_STORED_PROCEDURE
SMI_SandBox.wpr.LaadFunnelStatusTabel,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadGA_2017-2018_Chapters,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadGA_chapters,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadLBCelloc,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadLicentiesActueel_EOB,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadLicentiesActueel_PBI_PO_Groep,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadLicentiesActueel_PBI_PO_Locatie,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadQueryVK,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadRealisatie,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadRealisatie20192020,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadRealisatie20192020_v2,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadRealisatie20202021_v2,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadRecentEditionGebruik,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadRecentEditionGebruik_alternatief,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadRecentEditionGebruikContent,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadServicing_CCCD,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadsmiDimHoofdmethode,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadSpecificaties_Activeringen,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadTarget_export,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadTarget_methode,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadTouchPoints_bydate,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadTouchPoints_bydate_backup,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadTouchPoints_totaal,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadTouchpointsDatum,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadTouchpointsDoelgroep,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadTouchpointsDoelgroepFase,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadTouchpointsDoelgroepFase_alt,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadTouchpointsDoelgroepFase_org,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadTouchpointsEigenaren,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadTouchpointsFunnel,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadTouchpointsOntwikkeling,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadTouchpointsTrend,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadTPS_DimLoc,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadUniekeGebruikers,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadUniekeGebruikersPerSchool,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadVoucher10,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LaadVoucherActiveringen,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.LicLaadAssu,SQL_STORED_PROCEDURE
SMI_SandBox.smi.LM00_Boekenlijst2021,SQL_STORED_PROCEDURE
SMI_SandBox.smi.LM00_Boekenlijst2022,SQL_STORED_PROCEDURE
SMI_SandBox.smi.LM01_DoelgroepBestand,SQL_STORED_PROCEDURE
SMI_SandBox.smi.LM02_DoelgroepBestandLabels,SQL_STORED_PROCEDURE
SMI_SandBox.smi.LM03_DoelgroepBestandFunnel,SQL_STORED_PROCEDURE
SMI_SandBox.smi.LM04_XX_DoelgroepLicentiePersoonlijk,SQL_STORED_PROCEDURE
SMI_SandBox.smi.LM05_XX_DoelgroepBestandFunnelAanvulling,SQL_STORED_PROCEDURE
SMI_SandBox.bgr.MaakSwitchKansbijOverstap,SQL_STORED_PROCEDURE
SMI_SandBox.bgr.MaakSwitchKansen,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.MagWegLaadLeerlingAantallen,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.MagWegLaadLicentieResultaat,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.MagWegLaadLicenties_actueel_oud,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.MagWegLaadMethodeGebruik,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.MagWegLaadOmzetQuery,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.MagWegLaadProductGebruik,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.MethodeOnderzoekAanvullen,SQL_STORED_PROCEDURE
SMI_SandBox.bkl.NonCodedEan,VIEW
SMI_SandBox.dbo.OmcoderingMethodeOnderzoek_NieuweCodesToevoegen,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.OntbrekendeUitgevers,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.PasSegmentatieAan,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.SP_BrinRelatieLijst,SQL_STORED_PROCEDURE
SMI_SandBox.smi.SP_Gebruik_DG_LC,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.SP_JBP_Iddink,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.SP_OnderwijsLocatie,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.SP_OpnieuwBestellen,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.SP_Update_MissingRelatienummer,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.Sp_UpdateUlo,SQL_STORED_PROCEDURE
SMI_SandBox.bkl.Sp_voorlopige_BKL_Totaal,SQL_STORED_PROCEDURE
SMI_SandBox.bkl.Sp_voorlopige_BKL4_oud,SQL_STORED_PROCEDURE
SMI_SandBox.bkl.Sp_vorige_BKL,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.UpdateLijst_Marktbewerking_PO_0033_Taal,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.UpdateProjecten,SQL_STORED_PROCEDURE
SMI_SandBox.dbo.VDE_Angela_lijst,VIEW
SMI_SandBox.dbo.View__vkaanpassen,VIEW
SMI_SandBox.dbo.View_ABO_VO_Verlengen,VIEW
SMI_SandBox.dbo.View_AboVDE_Verlengen,VIEW
SMI_SandBox.tps.View_AccountDUO,VIEW
SMI_SandBox.dbo.View_AccountRelaties,VIEW
SMI_SandBox.dbo.View_AccountRelatiesDubbel,VIEW
SMI_SandBox.dbo.View_AccountSpecifiekeLicenties,VIEW
SMI_SandBox.dbo.View_AccountSpecifiekeLicentiesSentia,VIEW
SMI_SandBox.dbo.View_Activering_Licentie_Toegang,VIEW
SMI_SandBox.tps.View_ActiveringDocenten,VIEW
SMI_SandBox.dbo.View_ActiveringDocentenKamer,VIEW
SMI_SandBox.dbo.View_Activeringen_per_School_per_Methode_Gebruik,VIEW
SMI_SandBox.dbo.View_ActiveringsQuery,VIEW
SMI_SandBox.tps.View_ActiveringsQuery,VIEW
SMI_SandBox.dbo.View_Activity_Joiner,VIEW
SMI_SandBox.dbo.View_Activity_SalesOrder_check2,VIEW
SMI_SandBox.dbo.View_Activity_SalesOrder_NoBEX,VIEW
SMI_SandBox.dbo.View_Activity_SalesOrder_updateTime,VIEW
SMI_SandBox.dbo.View_Activity_SpecialPersons,VIEW
SMI_SandBox.dbo.View_Activity_Taken,VIEW
SMI_SandBox.dbo.View_adressen_scholen,VIEW
SMI_SandBox.dbo.View_AlleKlanten,VIEW
SMI_SandBox.dbo.View_AlleKlanten_BO,VIEW
SMI_SandBox.dbo.View_AlleKlanten_VO_2,VIEW
SMI_SandBox.dbo.View_AlleKlanten_VO_2_naarClick,VIEW
SMI_SandBox.wpr.View_Analyse_Mailings,VIEW
SMI_SandBox.wpr.View_ApiTest,VIEW
SMI_SandBox.dbo.View_ASSU_Rollen,VIEW
SMI_SandBox.dbo.View_BackWardPotentieel,VIEW
SMI_SandBox.dbo.View_Basis_Bellijst,VIEW
SMI_SandBox.dbo.View_Basis_Bellijst_NT2,VIEW
SMI_SandBox.dbo.View_Basis_DG_EANGebruik,VIEW
SMI_SandBox.dbo.View_Basis_DG_EANGebruik_Assorti,VIEW
SMI_SandBox.dbo.View_Basis_DG_EANGebruik_Geo5Wonen,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK_201801_alg,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK_201801_alg_MVT,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK_201801_alg_PL,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK_201801_Belavond,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK_201801_Regio,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK_201804_NATF_PL,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK_20180524_NATF,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK_20180525_GEOLW,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK_20190122_MUN_NEW,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK_20190130_Carmel,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK_Intro,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK_MUTF1,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK_Small,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK_TussenDoor,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK_Uitstel,VIEW
SMI_SandBox.dbo.View_Basis_DG_VK20171031,VIEW
SMI_SandBox.dbo.View_Basis_Docent_Abonnementen_VDE,VIEW
SMI_SandBox.dbo.View_Basis_Docent_Verlengen_Niet_Abonnementen_VDE,VIEW
SMI_SandBox.dbo.View_Basis_Docent_Verlenging,VIEW
SMI_SandBox.dbo.View_Basis_Docent_Verlenging_2018,VIEW
SMI_SandBox.dbo.View_Basis_Type_Doelgroep,VIEW
SMI_SandBox.dbo.View_Basis_voor_DocentLicenties_Edition,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_2020_BO,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_2020_BO_Alle,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_2020_nask,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_Gebruik,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_Verlenging,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_VK,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_VK_Gebruik_Licenties,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_VK_Gebruik_Licenties_alternatief,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_VK_Gebruik_Licenties_gotit,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_VK_Gebruik_Licenties_HBO,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_VK_Gebruik_Licenties_inclFun,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_VK_Gebruik_Licenties_MIXED,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_VK_Gebruik_Licenties_ThiemoLight,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_VK_Gebruik_Licenties_TIE,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_VK_Gebruik_Licenties_TotaleKlantenbasis,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_VK_Gebruik_Licenties_TransferDB,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_VK_Gebruik_Licenties_VO_Overstap,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Algemeen_VK_Gebruik_TM,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Klanten_2020,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_Licenties_GD_obv_EANLic,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_MBO,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_NT2,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_TaalVerhaal,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_TaalVerhaal_special,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepData_VMBO_Beroeps,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepKlantDirectie,VIEW
SMI_SandBox.dbo.View_Basis_voor_DoelgroepVerfijning,VIEW
SMI_SandBox.dbo.View_Basis_voor_Licenties,VIEW
SMI_SandBox.dbo.View_Basis_voor_VK,VIEW
SMI_SandBox.dbo.View_Basis_voor_VK_2018083004GewonnenVK,VIEW
SMI_SandBox.dbo.View_Basis_voor_VK_20190110_CC,VIEW
SMI_SandBox.dbo.View_Basis_voor_VK_20190115_FC,VIEW
SMI_SandBox.dbo.View_Basis_voor_VK_20190130_Carmel,VIEW
SMI_SandBox.dbo.View_Basis_voor_VK_20190215_Carmel,VIEW
SMI_SandBox.dbo.View_Basis_voor_VK_20191125,VIEW
SMI_SandBox.dbo.View_Basis_voor_VK_20200316,VIEW
SMI_SandBox.dbo.View_Basis_voor_VK_20200318,VIEW
SMI_SandBox.dbo.View_Basis_voor_VK_20200811,VIEW
SMI_SandBox.dbo.View_Basis_voor_VK_20200819,VIEW
SMI_SandBox.dbo.View_Basis_voor_VK_Geo5,VIEW
SMI_SandBox.pbi.View_BelcontactenPO,VIEW
SMI_SandBox.pbi.View_BelcontactenVO,VIEW
SMI_SandBox.dbo.View_Bellijst_Docenten_Basisfile,VIEW
SMI_SandBox.dbo.View_Bellijst_Docenten_Samba,VIEW
SMI_SandBox.dbo.View_Bellijst_Docenten_Samba_adres,VIEW
SMI_SandBox.dbo.View_Bellijst_Docenten_Samba_EOB,VIEW
SMI_SandBox.dbo.View_Bellijst_Docenten_Samba_exclEOB,VIEW
SMI_SandBox.dbo.View_Bellijst_Docenten_Samba_mixed20160512,VIEW
SMI_SandBox.dbo.View_Bellijst_Docenten_Samba_TIE_Gebruik,VIEW
SMI_SandBox.dbo.View_Bellijst_DocentenDataPivot,VIEW
SMI_SandBox.dbo.View_Bellijst_DocentenDataQ,VIEW
SMI_SandBox.dbo.View_Bellijst_DocentenDataQ_PO,VIEW
SMI_SandBox.dbo.View_Bellijst_selectie_PO_ProActief_Engels,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_BO,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_BO_20160418,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_BO_Takes20160223,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_DataQ_20160405,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_DataQ_20160405_gotit,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_DataQ_20160405_Gotit_NB,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_DataQ_20161025,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_PO_20160418,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_PO_20160511,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_PO_20160601,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_PO_TIE78,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_PO_TIE78_20160503,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_POTVAT_20160408,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_Samba_EngelsOB,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_Samba_ImpactVMBO,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_smi,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_VO,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_VO_Basis,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_VO_Contact,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_VO_test,VIEW
SMI_SandBox.dbo.View_Bellijst_selectieVK_VOGewonnen_mail,VIEW
SMI_SandBox.dbo.View_BestellingenAlliantieVo,VIEW
SMI_SandBox.dbo.View_BKL_BO_TVV,VIEW
SMI_SandBox.dbo.View_BKL_Iddink_Carmel,VIEW
SMI_SandBox.dbo.View_BKL_Iddink_Carmel_verschillen,VIEW
SMI_SandBox.dbo.View_BKL_Iddink_Carmel_winlos,VIEW
SMI_SandBox.dbo.View_BlauweLijst_VK,VIEW
SMI_SandBox.dbo.View_BO,VIEW
SMI_SandBox.dbo.View_BO_MagazinePoster,VIEW
SMI_SandBox.dbo.View_Brin_Alle,VIEW
SMI_SandBox.dbo.View_Brin_DUO_LL,VIEW
SMI_SandBox.dbo.View_brinHBOWO,VIEW
SMI_SandBox.dbo.View_BrinRelCRM,VIEW
SMI_SandBox.dbo.View_BusinessFunctionsDoelgroep,VIEW
SMI_SandBox.dbo.view_CarmelLMF,VIEW
SMI_SandBox.dbo.View_Check_directleveren,VIEW
SMI_SandBox.dbo.View_check_doelgroep,VIEW
SMI_SandBox.dbo.View_CheckActiveringsdocenten,VIEW
SMI_SandBox.dbo.View_CheckMSPers,VIEW
SMI_SandBox.tps.View_checkOrg,VIEW
SMI_SandBox.wpr.View_click,VIEW
SMI_SandBox.dbo.View_Contact_Relatie_NAW,VIEW
SMI_SandBox.dbo.View_Content_Reference,VIEW
SMI_SandBox.dbo.View_CPI_hand,VIEW
SMI_SandBox.dbo.View_CPI_PackageStream_REF,VIEW
SMI_SandBox.dbo.View_CrossSelectiePO,VIEW
SMI_SandBox.dbo.View_CrossSell_Engels_TIE_licenties,VIEW
SMI_SandBox.dbo.View_DatabaseOverzicht2,VIEW
SMI_SandBox.dbo.View_DigitaleOmgeving_gebruik,VIEW
SMI_SandBox.dbo.View_DigitaleVaardigHedenDoelgroep,VIEW
SMI_SandBox.dbo.View_DimAanbesteding,VIEW
SMI_SandBox.dbo.View_DimAanbesteding2,VIEW
SMI_SandBox.dbo.View_DimArtikel_TVNU,VIEW
SMI_SandBox.wpr.View_DimClick,VIEW
SMI_SandBox.dbo.View_DimUitgever,VIEW
SMI_SandBox.dbo.View_DirecteLevering_DRAFT,VIEW
SMI_SandBox.dbo.View_DirectieTouchpoints,VIEW
SMI_SandBox.tps.View_Distributor,VIEW
SMI_SandBox.dbo.View_Docenten_zonder_Bestelling,VIEW
SMI_SandBox.dbo.View_Doelgroep_GotIt_NB,VIEW
SMI_SandBox.dbo.View_Doelgroep_LB,VIEW
SMI_SandBox.dbo.View_Doelgroep_LBCode,VIEW
SMI_SandBox.dbo.View_Doelgroep_LBCode_Mixed,VIEW
SMI_SandBox.dbo.View_Doelgroep_obv_businessfunction_methodegebruik,VIEW
SMI_SandBox.dbo.View_Doelgroep_obv_businessfunction_methodegebruik_HBO_Versie,VIEW
SMI_SandBox.dbo.View_Doelgroep_obv_businessfunction_methodegebruik_HBO_Versie_anatomie,VIEW
SMI_SandBox.dbo.View_Doelgroep_obv_businessfunction_methodegebruik_HBO_Versie_Bouwkunde,VIEW
SMI_SandBox.dbo.View_Doelgroep_obv_businessfunction_methodegebruik_HBO_Versie_Communiceren,VIEW
SMI_SandBox.dbo.View_Doelgroep_obv_businessfunction_methodegebruik_SamengevatNE,VIEW
SMI_SandBox.dbo.View_Doelgroep_obv_businessfunction_methodegebruik_ZuidhoekVersie,VIEW
SMI_SandBox.dbo.View_Doelgroep_TeLaat,VIEW
SMI_SandBox.dbo.View_Doelgroep_TeLateLevering,VIEW
SMI_SandBox.dbo.View_DoelgroepBestand,VIEW
SMI_SandBox.dbo.View_DoelgroepBestand_alle,VIEW
SMI_SandBox.dbo.View_DoelgroepData_obv_Selectie,VIEW
SMI_SandBox.dbo.View_DoelgroepData_obv_VK,VIEW
SMI_SandBox.smi.View_DoelgroepFunnel,VIEW
SMI_SandBox.dbo.View_DoelgroepFunnelBestand,VIEW
SMI_SandBox.scr.View_Door_pdf_adressen1,VIEW
SMI_SandBox.dbo.View_DoorVouchers,VIEW
SMI_SandBox.dbo.View_DubbeleRelatienummers,VIEW
SMI_SandBox.dbo.View_DWHVoucher,VIEW
SMI_SandBox.dbo.View_EANBKL_groei,VIEW
SMI_SandBox.tps.View_ECKlicenties,VIEW
SMI_SandBox.dbo.View_EditionGebruik,VIEW
SMI_SandBox.dbo.View_EindExamenAnalyse,VIEW
SMI_SandBox.dbo.View_ELF_ILF_2018,VIEW
SMI_SandBox.dbo.View_email_uto,VIEW
SMI_SandBox.dbo.View_emailvergelijking,VIEW
SMI_SandBox.dbo.View_EOB_CC,VIEW
SMI_SandBox.dbo.View_EOB_CC_LastVisit,VIEW
SMI_SandBox.dbo.View_EOB_checkFC_op_onbekend,VIEW
SMI_SandBox.dbo.View_EOB_CTA,VIEW
SMI_SandBox.dbo.View_EOB_CTA_PostMailing_noshow,VIEW
SMI_SandBox.dbo.View_EOB_lijstenFC_Output,VIEW
SMI_SandBox.dbo.View_EOB_MarktMatrix_EmailLijst_CTA,VIEW
SMI_SandBox.dbo.View_EOB_MarktMatrix_Response,VIEW
SMI_SandBox.dbo.View_EOB_Productie,VIEW
SMI_SandBox.dbo.View_EOB_Vou_Lic_Msp,VIEW
SMI_SandBox.dbo.View_EOB_Vouchers_PRF,VIEW
SMI_SandBox.dbo.View_EOB_WatWel,VIEW
SMI_SandBox.dbo.View_EOBLeadUpload,VIEW
SMI_SandBox.dbo.View_eventjes,VIEW
SMI_SandBox.dbo.View_ExamenBundelVerkoopkansen2021,VIEW
SMI_SandBox.dbo.View_ExamenCijferAnalyse,VIEW
SMI_SandBox.dbo.View_ExamenCijferAnalyse_Rekenen,VIEW
SMI_SandBox.dbo.View_ExamenCijfers_GotIt,VIEW
SMI_SandBox.wpr.View_ExtentieMail,VIEW
SMI_SandBox.dbo.View_extraLic,VIEW
SMI_SandBox.dbo.View_FctBoekenlijst_MBO_Markt,VIEW
SMI_SandBox.dbo.View_FctBoekenlijst_MBO_SB,VIEW
SMI_SandBox.dbo.View_FctLeerbehoefte_Locatie_Leerjaar_Licenties_actueel_vs_BKL,VIEW
SMI_SandBox.dbo.View_FctLeerbehoefte_vs_Licenties_actueel_vs_BKL,VIEW
SMI_SandBox.dbo.View_FctLicenties,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_Bonhoef,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_Fville,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_GotIt,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_Guldenaar,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_Link,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_LSJ,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_Mixed,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_NI_ZUG_ONO_LiJu,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_nt2,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_nt2_test,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_oud,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_PO,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_PO_AT2,VIEW
SMI_SandBox.dbo.View_FctLicenties_Actueel_Totaal,VIEW
SMI_SandBox.dbo.View_FctLicenties_Actueel_Tussenhandel,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_TVM,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_vs_BKL,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_vs_BKL_vs_LBH,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_Zilla,VIEW
SMI_SandBox.dbo.View_FctLicenties_actueel_ZUG,VIEW
SMI_SandBox.dbo.View_FctLicenties_alle,VIEW
SMI_SandBox.dbo.View_FctLicenties_PBI_PerSchool,VIEW
SMI_SandBox.dbo.View_FctLicenties_PBI_PerSchool_PerWeek,VIEW
SMI_SandBox.dbo.View_FctLicenties_ProefLicenties_VO,VIEW
SMI_SandBox.dbo.View_FctVerkoopkans_2016_2017_WK30,VIEW
SMI_SandBox.dbo.View_FctVoucher_Activering,VIEW
SMI_SandBox.dbo.View_FctVoucher_Activering_2020,VIEW
