Object,ObjectType
SMI_SandBox.lic.DimStatusCode,USER_TABLE
SMI_SandBox.wpr.View_LosseUpload,VIEW
SMI_SandBox.wpr.View_Afmelders,VIEW
SMI_sandbox.dbo.View_BestellersActiveerdersMaart,VIEW
SMI_SandBox.dbo.View_LicentiesActueel_DWH_Magister,VIEW
SMI_SandBox.dbo.Makers$,USER_TABLE
SMI_SandBox.dbo.View_VoucherBestelling,VIEW
SMI_SandBox.dbo.View_MatrixSpecificaties_EBF,VIEW
SMI_SandBox.dbo.View_MatrixSpecificaties_IBF,VIEW
SMI_SandBox.dbo.View_VoucherSpecificatiesEBF,VIEW
SMI_SandBox.dbo.View_VoucherSpecificatiesIBF,VIEW
SMI_SandBox.dbo.View_MaxScholenDocenten,VIEW
SMI_SandBox.dbo.View_MaxScholenDirectie,VIEW
SMI_SandBox.dbo.MaxScholen,USER_TABLE
SMI_SandBox.tus.View_MBOLijst2017,VIEW
SMI_SandBox.tus.BO_LW_20170714,USER_TABLE
SMI_SandBox.tus.BO_STS_20170730,USER_TABLE
SMI_SandBox.tus.BO_STS_20170729_VKDetail,USER_TABLE
SMI_SandBox.dbo.View_Megabak,VIEW
SMI_SandBox.dbo.MSP4932,USER_TABLE
SMI_SandBox.dbo.View_MSP_BrinIssue,VIEW
SMI_SandBox.dbo.View_MSP_BrinIssue_Bestuur,VIEW
BI_PRD_SA.sen.LicentiesActueel,USER_TABLE
SMI_SandBox.dbo.MSPGebruikHistorie,USER_TABLE
SMI_SandBox.dbo.View_AlleKlanten_VO,VIEW
SMI_SandBox.dbo.View_EOBVoucherBestellers,VIEW
SMI_SandBox.dbo.View_questionnaire,VIEW
SMI_SandBox.dbo.NulmetingTLN$,USER_TABLE
SMI_SandBox.dbo.NulMetingTLN_NegVoor$,USER_TABLE
SMI_SandBox.dbo.OnderwijsLW,USER_TABLE
SMI_SandBox.wpr.open$,USER_TABLE
SMI_SandBox.dbo.deel2basis2018Gewonnen,USER_TABLE
SMI_SandBox.dbo.deel3BasisUitgesteld,USER_TABLE
SMI_SandBox.tps.View_Organisation_digideliveryID,VIEW
LA.ref.BrinRelatieLijst,USER_TABLE
SMI_SandBox.smi.PriusProduct70,USER_TABLE
SMI_SandBox.dbo.View_Bellijst_selectie_PO_ProActief_Engels_alle_switch,VIEW
SMI_SandBox.dbo.PO_MarktbewerkingTaal,USER_TABLE
SMI_SandBox.dbo.View_Licenties_PBI_PO_Groep_LJ,VIEW
SMI_SandBox.dbo.View_CTA_Last_ZZ,VIEW
SMI_SandBox.dbo.View_LeadsRolf20182019,VIEW
SMI_SandBox.smi.PO_MO_Lic_T1,USER_TABLE
SMI_SandBox.dbo.ImportMixedProfielen,USER_TABLE
SMI_SandBox.dbo.CodeMixedProfiel,USER_TABLE
SMI_SandBox.dbo.PushBexBFlijst$,USER_TABLE
SMI_SandBox.dbo.PushBexemaillijst$,USER_TABLE
SMI_SandBox.dbo.View_PushBex,VIEW
SMI_SandBox.dbo.View_QueryVKBO,VIEW
SMI_SandBox.bgr.KansVoorTM,USER_TABLE
SMI_SandBox.dbo.View_R_Gebruik_PO,VIEW
SMI_SandBox.wpr.View_WPContactID,VIEW
SMI_SandBox.wpr.sent$,USER_TABLE
SMI_SandBox.dbo.View_SchooltasKlanten,VIEW
SMI_SandBox.dbo.View_SchooltasKlantenOrders,VIEW
SMI_SandBox.dbo.View_selectieVK_VO_Contact,VIEW
SMI_SandBox.lic.Specifications,USER_TABLE
SMI_SandBox.dbo.View_Account360_bkl_2020_20200605,USER_TABLE
SMI_SandBox.dbo.View_TabellenFormules,VIEW
SMI_SandBox.dbo.maand2week$,USER_TABLE
SMI_SandBox.smi.TGbyWK$,USER_TABLE
SMI_SandBox.smi.Rayon_AM,USER_TABLE
SMI_SandBox.smi.Targets,USER_TABLE
SMI_SandBox.dbo.Targets_SMI_20192020,USER_TABLE
SMI_SandBox.smi.Target_patronen_20192020,USER_TABLE
SMI_SandBox.smi.Target_patronen_20172018,USER_TABLE
SMI_SandBox.dbo.Targets_SMI_20172018,USER_TABLE
SMI_SandBox.dbo.View_BKL_Iddink_LatePakketten,VIEW
SMI_SandBox.dbo.DocentenThiemo,USER_TABLE
LA.tps.View_TLinks,VIEW
SMI_SandBox.smi.PO_MO_Lic_T0,USER_TABLE
SMI_SandBox.dbo.View_TouchPointsAfspraken,VIEW
SMI_SandBox.dbo.View_TouchPointsAfspraken_Accounts,VIEW
SMI_SandBox.smi.VDE_ILF_Volume20170321,USER_TABLE
SMI_SandBox.dbo.View_TVKTDG_VO_ZM,VIEW
SMI_SandBox.dbo.'bestandvooredupoort_1-7-2018$',USER_TABLE
SMI_SandBox.smi.View_PlatformVO_LangeTermijn_FROB,USER_TABLE
SMI_SandBox.smi.View_PlatformVO_LangeTermijn_MUTF,USER_TABLE
SMI_SandBox.dbo.data ELF 2018-2019$,USER_TABLE
SMI_SandBox.dbo.DataJBP0426$,USER_TABLE
SMI_SandBox.dbo.DataJBP0606$,USER_TABLE
SMI_SandBox.dbo.DataJBP0304$,USER_TABLE
SMI_SandBox.dbo.DataJBP0404$,USER_TABLE
SMI_SandBox.dbo.vgl1,USER_TABLE
SMI_SandBox.dbo.vgl2,USER_TABLE
SMI_SandBox.dbo.upload_VO_EN_OB_extra,USER_TABLE
SMI_SandBox.dbo.kerstactie,USER_TABLE
SMI_SandBox.dbo.View_VKplatform_kerst,VIEW
SMI_SandBox.dbo.VKTrain,USER_TABLE
SMI_SandBox.dbo.View_VO_TitelTermijn,VIEW
SMI_SandBox.dbo.View_VoucherDistributeurActiveringen,VIEW
SMI_SandBox.dbo.View_FctVoucher_Order,VIEW
SMI_SandBox.lic.distributeur,USER_TABLE
SMI_SandBox.dbo.WebinarHeutink$,USER_TABLE
SMI_SandBox.dbo.WebinarRolf,USER_TABLE
SMI_SandBox.wpr.BO_WPcontactID$,USER_TABLE
SMI_SandBox.smi.View_PlatformVO_LangeTermijn_alle_check,USER_TABLE
SMI_SandBox.wpr.click2,USER_TABLE
SMI_SandBox.wpr.open2,USER_TABLE
SMI_SandBox.wpr.sent2,USER_TABLE
SMI_SandBox.smi.DimUitgever,USER_TABLE
BI_PRD_SA.hlp.BusinessFunction,USER_TABLE
BI_PRD_SA.crm.CentricEducationCharacteristics,USER_TABLE
BI_PRD_SA.pri.AANBES10_AANBESTEDINGEN,USER_TABLE
BI_PRD_SA.pri.AANBES20_PERCELEN,USER_TABLE
BI_PRD_SA.pri.AANBES30_SCHOOLBESTUUR,USER_TABLE
BI_PRD_SA.pri.AANBES40_NOTITIES,USER_TABLE
BI_PRD_SA.pri.AANBES50_ARTIKELEN_PER_PERCEEL,USER_TABLE
BI_PRD_SA.pri.AANBES60_SCHOOL,USER_TABLE
BI_PRD_SA.pri.AANBES70_SCHOOLLOCATIE,USER_TABLE
BI_PRD_SA.pri.AANBES80_JAARCONTRACT,USER_TABLE
BI_PRD_SA.pri.AANBES90_JAARCONTRACT_ARTIKEL,USER_TABLE
BI_PRD_SA.dbo.View_Aanbest,VIEW
BI_PRD_SA.crm.CentricBusinessFunction,USER_TABLE
BI_PRD_SA.crm.CentricEducationType,USER_TABLE
BI_PRD_SA.crm.CentricSchoolSubject,USER_TABLE
BI_PRD_SA.pri.CODETABELLEN,USER_TABLE
BI_PRD_SA.pri.PRINF10_PRODUCTEN,USER_TABLE
BI_PRD_SA.pri.PRODUCT30_EKENMERKEN,USER_TABLE
BI_PRD_SA.pri.product50,USER_TABLE
BI_PRD_SA.pri.Product60,USER_TABLE
BI_PRD_SA.pri.WEB10,USER_TABLE
BI_PRD_SA.dbo.View_SectorOpleiding,VIEW
LA.ds.wpr_click,USER_TABLE
LA.ds.WPR_Clickwaarde,USER_TABLE
LA.ds.wpr_sent,USER_TABLE
LA.ds.wpr_CampaignID_GroupID_MailingID,USER_TABLE
LA.ds.tps_order,USER_TABLE
LA.ds.tps_ecklicense,USER_TABLE
LA.ds.tps_ecklicense_expired,USER_TABLE
LA.ds.tps_tlinklicense,USER_TABLE
LA.ds.tps_tlinklicense_expired,USER_TABLE
LA.ds.tps_product,USER_TABLE
LA.ds.D01_Specificaties,USER_TABLE
LA.ds.D02_Activaties,USER_TABLE
LA.ds.D03_Saldo,USER_TABLE
LA.ds.D00_Orders,USER_TABLE
LA.sa.content-labels,USER_TABLE
LA.rls.ContractCompositie,USER_TABLE
LA.ds.tps_producten,VIEW
LA.ds.vw_tps_lic_alle,VIEW
LA.ds.tps_scholen,VIEW
LA.ds.UserUsesEditionWeekContent_2020WK44,USER_TABLE
LA.ds.UserUsesEditionWeekMethode_2020WK44,USER_TABLE
LA.ds.UserUsesEditionWeekContent,USER_TABLE
LA.ds.tps_account,USER_TABLE
LA.ds.tps_organisation,USER_TABLE
LA.ds.tps_account_extern_hist,USER_TABLE
LA.ds.tps_accountidentity_hist,USER_TABLE
LA.ds.tps_organisation_hist,USER_TABLE
LA.ds.tps_tlinklicense_hist,USER_TABLE
LA.dbo.View_GroeiStats_UUE_Content_Account_CRMAccount_last,VIEW
LA.dbo.View_GroeiStats_UUE_Methode_Account_CRMAccount_last,VIEW
LA.ds.GroeiStats_UUE_Content_Account_CRMAccount_last,USER_TABLE
LA.ds.GroeiStats_UUE_Methode_Account_CRMAccount_last,USER_TABLE
LA.ref.user,USER_TABLE
LA.ds.tijdgroep,USER_TABLE
LA.ref.content_reference,USER_TABLE
LA.rls.ContractAccess,USER_TABLE
LA.rls.ContractRLS,USER_TABLE
LA.ds.Funnelstatustabel,USER_TABLE
LA.ds.FunnelStatusTabelTerug,USER_TABLE
LA.ds.FunnelCampaigns,USER_TABLE
LA.ds.Sessie,USER_TABLE
LA.dbo.View_GAEdition_URL_decompositie,VIEW
LA.ga.GAEdition_URL_decompositie,USER_TABLE
LA.dbo.View_DocentActivityByweek,VIEW
LA.tmp.GebruikSelectie,USER_TABLE
LA.tmp.LicentieSelectie,USER_TABLE
LA.dbo.View_MigratieMSP_frequenties,VIEW
LA.dbo.testbestandmigratie,USER_TABLE
LA.ds.View_NoClaimRapport_A,VIEW
LA.ds.Docenten,USER_TABLE
LA.dwh.Stats,VIEW
LA.ds.View_Stats_Weekly_methode,VIEW
LA.dwh.Stats,USER_TABLE
LA.ds.SubSessie,USER_TABLE
LA.dbo.View_DimWeek_data4wkn,VIEW
LA.dbo.View_DimWeek_data12wkn,VIEW
LA.dbo.View_DimWeek_data1wkn,VIEW
LA.ds.URL_ProductDienst,USER_TABLE
LA.ds.View_URL_Decomp,VIEW
LA.ds.URL_ProductDienst,SQL_STORED_PROCEDURE
LA.ds.tps_koppelingen,USER_TABLE
LA.ds.tps_accounts,VIEW
LA.ds.tps_tlinklicenties,VIEW
LA.tmp.VoucherSelectie,USER_TABLE
LA.dbo.sp_Vouchers_tmp,SQL_STORED_PROCEDURE
LA.dbo.sp_Licenties_tmp,SQL_STORED_PROCEDURE
LA.dbo.sp_Gebruik_tmp,SQL_STORED_PROCEDURE
LA.tmp.Voucher_Licentie_Gebruik,USER_TABLE
LA.ds.tps_no_claim,USER_TABLE
LA.ds.tps_distributorbalance,USER_TABLE
LA.ds.UserUsesEdition,USER_TABLE
LA.ds.tps_product_hist,USER_TABLE
LA.ds.tps_order_hist,USER_TABLE
LA.ds.tps_ecklicense_hist,USER_TABLE
LA.ds.tps_policense_hist,USER_TABLE
LA.ds.Thiemo_Event,USER_TABLE
LA.ref.uid_reference,USER_TABLE
LA.dbo.View_UserUsesMethod_UID_Reference,VIEW
LA.dbo.View_UUE_UID_Reference,VIEW
LA.sa.URL_ProductDienst,USER_TABLE
LA.sa.Docenten,USER_TABLE
LA.sa.URL_ProductDienst,SQL_STORED_PROCEDURE
LA.dbo.View_EAN,VIEW
LA.ref.View_DigiDelivery_RelatieLocatie_All,VIEW
LA.dbo.View_D05_Tlinks_Active,VIEW
LA.dbo.View_D04_Tlinks_Available,VIEW
LA.dbo.View_Ooit_lastwk,VIEW
LA.dbo.View_Digidelivery_relatieCheck,VIEW
LA.ds.tps_statistics,USER_TABLE
LA.rls.Contract,USER_TABLE
LA.sa.tps_tlinklicense,USER_TABLE
LA.rls.View_RelatieHierarchie,VIEW
LA.ref.View_DigiDelivery_RelatieLocatie,VIEW
LA.dbo.View_Organisation_RelatieNummer,VIEW
LA.dbo.View_LeerjaarMappingAlle,VIEW
LA.ds.PeilWeekid,USER_TABLE
LA.ref.MethodeReference,USER_TABLE
LA.ds.UserUsesMSP,USER_TABLE
LA.dbo.View_EOB_MSP,VIEW
LA.sa.tps_account,USER_TABLE
LA.dbo.ID_Chapters,VIEW
LA.dbo.ID_exercises,VIEW
LA.dbo.ID_items,VIEW
LA.dbo.ID_Paragraphs,VIEW
LA.dbo.Methode,SQL_SCALAR_FUNCTION
LA.dbo.Stream,SQL_SCALAR_FUNCTION
LA.dbo.StringDecomp,SQL_SCALAR_FUNCTION
LA.ga.GAEdition,USER_TABLE
LA.ds.GroeiStats_UUE_methode_Account,USER_TABLE
LA.dbo.View_content_reference,VIEW
LA.ds.GroeiStats_UUE_Content,USER_TABLE
LA.ds.GroeiStats_UUE_Methode,USER_TABLE
LA.ds.GroeiStats_UUE_Content_Account,USER_TABLE
LA.ds.wpr_open,USER_TABLE
LA.dbo.View_ContentClicks,VIEW
LA.sa.DigitaleOmgeving,USER_TABLE
LA.rls.View_ContractCompositie,VIEW
LA.dbo.View_ServiceTegoed_Brin_EAN,VIEW
LA.dbo.View_ServiceTegoed_checks,VIEW
LA.dbo.View_ServiceTegoed_zusters,VIEW
LA.sa.tps_ecklicense,USER_TABLE
LA.dbo.View_Stat2Rel,VIEW
LA.ds.vw_tps_Statistics_DigiDelivery_all,VIEW
LA.ds.View_WhoID,VIEW
LA.dwh.UID_ASSU_RelatieNummer,USER_TABLE
LA.dbo.View_ThiemoData,VIEW
LA.dbo.methodeThiemo,SQL_SCALAR_FUNCTION
LA.dbo.StreamThiemo,SQL_SCALAR_FUNCTION
LA.dbo.StringDecompThiemo,SQL_SCALAR_FUNCTION
LA.sa.user_uses_method,USER_TABLE
LA.ref.package_stream_GeneriekeMethode,USER_TABLE
LA.ds.wpr_softbounce,USER_TABLE
LA.ds.wpr_spam_complaint,USER_TABLE
LA.ds.wpr_hardbounce,USER_TABLE
LA.ds.vw_tps_lic_profile_breed_alle,VIEW
LA.rls.LA_vw_tps_lic_relnr,VIEW
LA.dbo.View_StatisticsTBVAanlog,VIEW
LA.ds.vw_tps_statistics_weekly,VIEW
thas_Groupservices.dbo.users,USER_TABLE
thas_Thip.dbo.course,USER_TABLE
thas_Thip.dbo.digital_resource,USER_TABLE
thas_Thip.dbo.edition,USER_TABLE
thas_Thip.dbo.method,USER_TABLE
thas_Gebruik.ds.Digital_resource,USER_TABLE
thas_Gebruik.ds.MAU_per_assignment_attempt_counts,USER_TABLE
thas_Gebruik.ds.StatisticsPerQuestionID,USER_TABLE
thas_Gebruik.ds.StatisticsPerQuestionType,USER_TABLE
thas_Gebruik.ds.StatisticsPerQuestionTypePerMethod,USER_TABLE
thas_Gebruik.dbo.CourseClusterLabels,USER_TABLE
thas_Gebruik.ds.MethodeCourse,USER_TABLE
thas_Gebruik.ds.RollupMethod,USER_TABLE
thas_Gebruik.ds.RapportScope,USER_TABLE
thas_Gebruik.ds.GebruikDirectLeveren,USER_TABLE
thas_Gebruik.ds.GroepenDirectLeveren,USER_TABLE
thas_Gebruik.ds.UserGroupDirectLeveren,USER_TABLE
thas_Gebruik.ds.UsersDirectLeveren,USER_TABLE
thas_Gebruik.dbo.View_UserGroupBrin_DirectLeveren,VIEW
thas_Gebruik.ds.UsersMethod,USER_TABLE
thas_Gebruik.dbo.ThasMethodStructuur,USER_TABLE
thas_Gebruik.dbo.View_Klassen,VIEW
thas_Gebruik.dbo.View_MauWiCoDepth4,VIEW
thas_Gebruik.dbo.View_ThasMethodeStructuur,VIEW
thas_Gebruik.dbo.View_MauStream,VIEW
thas_Gebruik.dbo.View_StreamsEdition6,VIEW
thas_Gebruik.dbo.View_StreamsEdition,VIEW
thas_Gebruik.dbo.View_MethodeContent,VIEW
thas_Gebruik.dbo.View_MethodeCourse,VIEW
thas_Gebruik.dbo.View_MauAttempts,VIEW
thas_Gebruik.ds.LaadRollupMethodPerMethode,SQL_STORED_PROCEDURE
CRMOnline.dbo.MethodeIDCode,VIEW
CRMOnline.dbo.sp_alterdiagram,SQL_STORED_PROCEDURE
CRMOnline.dbo.sp_creatediagram,SQL_STORED_PROCEDURE
CRMOnline.dbo.sp_dropdiagram,SQL_STORED_PROCEDURE
CRMOnline.dbo.sp_helpdiagramdefinition,SQL_STORED_PROCEDURE
CRMOnline.dbo.sp_helpdiagrams,SQL_STORED_PROCEDURE
CRMOnline.dbo.sp_renamediagram,SQL_STORED_PROCEDURE
CRMOnline.dbo.sp_upgraddiagrams,SQL_STORED_PROCEDURE
CRMOnline.dbo.View_CustomerVoice,VIEW
CRMOnline.dbo.View_questionnaire,VIEW
CRMOnline.dbo.View_questionnaire_reponse,VIEW
CRMOnline.dbo.View_SyncCheck,VIEW
thas_Analytics.ds.LaadWauPerStreamWithContent,SQL_STORED_PROCEDURE
thas_Analytics.dbo.View_DAUPA_Thip,VIEW
thas_Analytics.dbo.view_levering1,VIEW
thas_Analytics.dbo.View_Pit_dau_per_stream,VIEW
thas_Analytics.dbo.View_wau_per_stream_with_content_DR,VIEW
BI_PRD_Metadata.dbo.AuditAreas,VIEW
BI_PRD_Metadata.Metadata.AuditProcessError,SQL_STORED_PROCEDURE
BI_PRD_Metadata.Metadata.AuditProcessError_OUD,SQL_STORED_PROCEDURE
BI_PRD_Metadata.Audit.Laadtijd_Area,VIEW
BI_PRD_Metadata.Audit.Laadtijd_Area_kj,VIEW
BI_PRD_Metadata.ETL.TruncateExecutionLog,SQL_STORED_PROCEDURE
BI_PRD_Metadata.dbo.View_Audit_packages_dagbasis,VIEW
BI_PRD_Metadata.Audit.View_Audit_Packages_kj,VIEW
BI_PRD_Metadata.dbo.View_ETL_Package_Overzicht,VIEW
BI_PRD_DWH.dbo.Check_View_FctOrder_Bex_LB,VIEW
BI_PRD_DWH.dbo.Corrigeer_FctOnderwijsLeerjaarLeerbehoefte,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.Corrigeer_FctOnderwijsLeerjaarLeerbehoefte_oud,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.Corrigeer_FctOnderwijsVoorTweeTaligOnderwijs,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.Dev_FctboekenlijstEAN,VIEW
BI_PRD_DWH.dbo.Dev_FctboekenlijstMethode,VIEW
BI_PRD_DWH.dbo.Dev_FctProjectReport,VIEW
BI_PRD_DWH.dbo.Dev_FctProjectReport_origineel,VIEW
BI_PRD_DWH.dbo.DubbeleAccounts,VIEW
BI_PRD_DWH.dwh.DuoHierarchie,VIEW
BI_PRD_DWH.dbo.Update_GebruikMethode_PO_bup,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.Update_GebruikMethode_PO_vanuit_DEV_naar_PRD,SQL_STORED_PROCEDURE
BI_PRD_DWH.dbo.View_AanbestedingLocaties,VIEW
BI_PRD_DWH.dbo.View_AanbestedingsDigiDeliveryID_RelatieNummer,VIEW
BI_PRD_DWH.dbo.View_AantalProfielen,VIEW
BI_PRD_DWH.dbo.View_Account_met_postcode,VIEW
BI_PRD_DWH.dbo.View_Account360_bkl,VIEW
BI_PRD_DWH.dbo.View_Account360_bkl_2019,VIEW
BI_PRD_DWH.dbo.View_Account360_bkl_2020,VIEW
BI_PRD_DWH.dbo.View_Account360_bkl_2020_EAN_BO,VIEW
BI_PRD_DWH.dbo.View_Account360_bkl_2020_Methode,VIEW
BI_PRD_DWH.dbo.View_Account360_bkl_VO,VIEW
BI_PRD_DWH.dbo.View_AccountBegrotingBO,VIEW
BI_PRD_DWH.dbo.View_ActiviteitenDoorUitgeslotenContactpersonen,VIEW
BI_PRD_DWH.dbo.View_aflopende_afkoop,VIEW
BI_PRD_DWH.dbo.View_aflopende_afkoop_inc2014,VIEW
BI_PRD_DWH.dbo.View_aflopende_afkoop_inc2015,VIEW
BI_PRD_DWH.dbo.View_aflopende_afkoop_inc2016,VIEW
BI_PRD_DWH.dbo.View_ArtikelMethodeCodeExtern,VIEW
BI_PRD_DWH.dbo.View_artikelproject,VIEW
BI_PRD_DWH.dbo.View_BedrijfsFuncties_Door,VIEW
BI_PRD_DWH.dbo.View_BelContacten,VIEW
BI_PRD_DWH.dbo.View_BelContactenBO,VIEW
BI_PRD_DWH.dbo.View_BelFormat,VIEW
BI_PRD_DWH.dbo.View_BelLijst_Algemeen,VIEW
BI_PRD_DWH.dbo.View_Bex_Control,VIEW
BI_PRD_DWH.dbo.View_BFC_VO,VIEW
BI_PRD_DWH.dbo.View_BKL_perAccount,VIEW
BI_PRD_DWH.dbo.View_Boekenlijst_aanlevering,VIEW
BI_PRD_DWH.dbo.View_Boekenlijst_BO_EAN,VIEW
BI_PRD_DWH.dbo.View_Boekenlijst_BO_EAN_Project,VIEW
BI_PRD_DWH.dbo.View_Boekenlijst_BO_EAN_WELZIJN,VIEW
BI_PRD_DWH.dbo.View_Boekenlijst_MBO_EAN,VIEW
BI_PRD_DWH.dbo.View_Carmel_BFC,VIEW
BI_PRD_DWH.dbo.View_Carmel_ID,VIEW
BI_PRD_DWH.dbo.View_check_vechtdal,VIEW
BI_PRD_DWH.dbo.view_checkbkl_ean_levering,VIEW
BI_PRD_DWH.dbo.View_CheckBKLAlfa,VIEW
BI_PRD_DWH.dbo.View_checkeanbkl,VIEW
BI_PRD_DWH.dbo.View_CheckLeerjaarMethode,VIEW
BI_PRD_DWH.dbo.View_CheckMethodeVerkoop,VIEW
BI_PRD_DWH.dbo.View_Checks_BKL_Mixed,VIEW
BI_PRD_DWH.dbo.View_Checks_LL,VIEW
BI_PRD_DWH.dbo.View_Checks_VO_BKL,VIEW
BI_PRD_DWH.dbo.View_Checks_VO_BKL_ALTERNATIEF,VIEW
BI_PRD_DWH.dbo.View_Checks_VO_BKL_EAN,VIEW
BI_PRD_DWH.dbo.View_Checks_VO_BKL_JL,VIEW
BI_PRD_DWH.dbo.View_CheckVerkoopkansen,VIEW
BI_PRD_DWH.dbo.View_CheckVerkoopkansenEAN,VIEW
BI_PRD_DWH.dbo.View_ClickSelection,VIEW
BI_PRD_DWH.dbo.View_Connected_Contacts_VK,VIEW
BI_PRD_DWH.dbo.View_ConnectionBestContact_upload,VIEW
BI_PRD_DWH.dbo.View_ConnectionResultaat,VIEW
BI_PRD_DWH.dbo.View_Contact_Special,VIEW
BI_PRD_DWH.dbo.View_Contacts_BFC_DIR_ICT,VIEW
BI_PRD_DWH.dbo.View_Contacts_Docenten,VIEW
BI_PRD_DWH.dbo.View_ContactsDirectieAdres,VIEW
BI_PRD_DWH.dbo.View_Copy_Rules_VO,VIEW
BI_PRD_DWH.dbo.View_CorrigeerVerkoopkans,VIEW
BI_PRD_DWH.dbo.View_CRMGebruik,VIEW
BI_PRD_DWH.dbo.View_CrossSelectiePO,VIEW
BI_PRD_DWH.dbo.View_Datum_licenties_interval,VIEW
BI_PRD_DWH.dbo.View_DG,VIEW
BI_PRD_DWH.dbo.View_DG_VO,VIEW
BI_PRD_DWH.dbo.View_DimAanbestedingBestuur,VIEW
BI_PRD_DWH.dbo.View_DimAccountEigenaar,VIEW
BI_PRD_DWH.dbo.View_DimArtikel,VIEW
BI_PRD_DWH.dbo.View_DimArtikel_schoon,VIEW
BI_PRD_DWH.rls.View_DimArtikelType,VIEW
BI_PRD_DWH.dbo.View_DimArtikelType_verkeerd,VIEW
BI_PRD_DWH.dbo.View_DimContacts,VIEW
BI_PRD_DWH.dbo.View_DimCrmAccount_NoScribe,VIEW
BI_PRD_DWH.dbo.View_DimCrmAccountLRNline,VIEW
BI_PRD_DWH.dbo.View_DimDatum3P_onder,VIEW
BI_PRD_DWH.dbo.View_DimDatumActiviteit,VIEW
BI_PRD_DWH.dbo.View_DimDatumOnder,VIEW
BI_PRD_DWH.dbo.View_DimDatumOnder_AlleJaren,VIEW
BI_PRD_DWH.dbo.View_DimDatumOnderLic,VIEW
BI_PRD_DWH.dbo.View_DimDoelgroep,VIEW
BI_PRD_DWH.dbo.View_DimEigenaar,VIEW
BI_PRD_DWH.dbo.View_DimEigenaarIssue,VIEW
BI_PRD_DWH.dbo.View_DimGeneriekMethodeOud,VIEW
BI_PRD_DWH.dbo.View_DimHoofdSchool,VIEW
BI_PRD_DWH.dbo.View_DimLeerbehoefte_Mailgroep,VIEW
BI_PRD_DWH.dbo.View_DimLocatie,VIEW
BI_PRD_DWH.dbo.View_DimMethodeMarkt,VIEW
BI_PRD_DWH.dbo.View_DimRelatie_Bestuur,VIEW
BI_PRD_DWH.dbo.View_DimRelatie_kort,VIEW
BI_PRD_DWH.rls.View_DimRelatie_Locaties,VIEW
BI_PRD_DWH.dbo.View_DimRelatie_Locaties_TLN_VO,VIEW
BI_PRD_DWH.dbo.View_DimRelatie_Pilot,VIEW
BI_PRD_DWH.dbo.View_DimRelatie_Scholen,VIEW
BI_PRD_DWH.dbo.View_Directie_VO,VIEW
BI_PRD_DWH.dbo.View_DirectLeveren,VIEW
BI_PRD_DWH.dbo.View_DirectLeveren_Factuurregels,VIEW
BI_PRD_DWH.dbo.View_DirectLeveren_Factuurregels_AlleKlanten,VIEW
BI_PRD_DWH.dbo.View_DirectLeveren_Factuurregels_AlleKlanten_obv_Orders,VIEW
BI_PRD_DWH.dbo.View_DirectLeveren_Factuurregels_SIVON,VIEW
BI_PRD_DWH.dbo.View_dmDimContactPersoonPrive,VIEW
BI_PRD_DWH.dbo.View_dmDimContactPersoonZakelijk,VIEW
BI_PRD_DWH.dbo.View_DocentAantallen,VIEW
BI_PRD_DWH.dbo.View_DocentCRM_MBO,VIEW
BI_PRD_DWH.dbo.View_DocentCRM_PO,VIEW
BI_PRD_DWH.dbo.View_DocentCRM_VO,VIEW
BI_PRD_DWH.dbo.View_DocentMappingToegang,VIEW
BI_PRD_DWH.dbo.View_Doelen_VerdelingAccounts,VIEW
BI_PRD_DWH.dbo.View_Doelen_YAGO,VIEW
BI_PRD_DWH.dbo.View_Doelgroep_vs_Licentie,VIEW
BI_PRD_DWH.dbo.View_DoelgroepOudeMethodes,VIEW
BI_PRD_DWH.dbo.View_DuoBestuur,VIEW
BI_PRD_DWH.dbo.View_EmailLijst_met_doelgroep,VIEW
BI_PRD_DWH.dbo.View_EmailLijst_met_doelgroep_DigV,VIEW
BI_PRD_DWH.dbo.View_EOB,VIEW
BI_PRD_DWH.dbo.View_ExamenBoekenlijst,VIEW
BI_PRD_DWH.dbo.View_FactuurDetails,VIEW
BI_PRD_DWH.dbo.View_FactuurDetails_afzetHBO,VIEW
BI_PRD_DWH.dbo.View_FactuurDetails_afzetMBO,VIEW
BI_PRD_DWH.dbo.View_FactuurDetails_afzetPO,VIEW
BI_PRD_DWH.dbo.View_FactuurDetails_afzetVO,VIEW
BI_PRD_DWH.dbo.View_FactuurDetails_Examenbundel,VIEW
BI_PRD_DWH.dbo.View_FactuurDetails_ExternSysteem,VIEW
BI_PRD_DWH.dbo.View_FactuurDetails_FeniksKaternen,VIEW
BI_PRD_DWH.dbo.View_FactuurDetails_Got,VIEW
BI_PRD_DWH.dbo.View_FactuurDetails_MBO Zorg,VIEW
BI_PRD_DWH.dbo.View_FactuurDetails_NT2,VIEW
BI_PRD_DWH.dbo.View_FactuurDetails_tbvLevertijd,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_EAN,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_EAN_HBO,VIEW
BI_PRD_DWH.dbo.View_FctBoekenlijst_EAN_InclFonds,VIEW
